1.225427246093750000e+01,5.633896827697753906e+00,-6.979174803877867816e-01,1.367187500000000000e-02,-7.906548976898193359e-01,1.854309886072825764e+00
7.656043243408203125e+01,3.514914512634277344e+00,-7.506205940630934492e-01,2.929687500000000000e-03,-8.372781276702880859e-01,1.804830606636939949e+00
2.480526733398437500e+01,1.151624202728271484e+00,-7.319011362760647899e-01,-2.441406250000000000e-02,-7.860967516899108887e-01,1.723954165266616378e+00
4.783170223236083984e+00,-2.692464292049407959e-01,-6.153072128958143594e-01,-7.812500000000000000e-03,-6.749940514564514160e-01,1.640282788300239103e+00
4.895581245422363281e+00,-1.915049701929092407e-01,-6.356279625688330270e-01,-1.074218750000000000e-02,-6.943175792694091797e-01,1.555754746041673187e+00
3.506573200225830078e+00,2.775774598121643066e-01,-5.834542575753403071e-01,-1.953125000000000000e-03,-6.461123228073120117e-01,1.525641533773997027e+00
2.105814218521118164e+00,7.962211370468139648e-01,-5.280339280975567817e-01,-6.835937500000000000e-03,-5.791088342666625977e-01,1.501247139317869905e+00
1.575684547424316406e+00,7.723395228385925293e-01,-5.219470774145520409e-01,-9.765625000000000000e-04,-5.788561105728149414e-01,1.304957953221532296e+00
1.559155702590942383e+00,5.754071474075317383e-01,-5.166324764920773305e-01,-3.906250000000000000e-03,-5.696957707405090332e-01,1.307695434903661580e+00
1.388085246086120605e+00,4.669637084007263184e-01,-5.617992232791948481e-01,1.855468750000000000e-02,-6.448377370834350586e-01,1.368868875147395858e+00
1.242007136344909668e+00,5.855810046195983887e-01,-5.921734739840758266e-01,-4.882812500000000000e-03,-6.525452136993408203e-01,1.325227996967292432e+00
1.231754302978515625e+00,5.708129405975341797e-01,-5.642987967089538870e-01,1.953125000000000000e-03,-6.291687488555908203e-01,1.323655746682252055e+00
9.788171052932739258e-01,4.627638459205627441e-01,-4.838278135341624875e-01,-3.906250000000000000e-03,-5.332461595535278320e-01,1.165116203574225295e+00
9.812446832656860352e-01,3.689478039741516113e-01,-4.658469719918230112e-01,-4.882812500000000000e-03,-5.121824145317077637e-01,1.119796503728444748e+00
9.037831425666809082e-01,3.395124077796936035e-01,-4.010712064054473558e-01,2.050781250000000000e-02,-4.684211313724517822e-01,1.106454022392891368e+00
8.712327480316162109e-01,3.810337185859680176e-01,-3.916749137074475584e-01,2.050781250000000000e-02,-4.579808115959167480e-01,1.105615333502016018e+00
6.412379741668701172e-01,3.697499930858612061e-01,-3.658538045469867939e-01,-1.464843750000000000e-02,-3.902282118797302246e-01,9.518511959195361527e-01
5.490229129791259766e-01,3.205050826072692871e-01,-3.421074325315203168e-01,-1.757812500000000000e-02,-3.605881333351135254e-01,8.932674007138196037e-01
5.663419961929321289e-01,2.595665752887725830e-01,-3.253252245312978630e-01,7.812500000000000000e-03,-3.701530098915100098e-01,8.519822559922972660e-01
7.158203125000000000e-01,2.324567139148712158e-01,-3.141738343707061176e-01,1.953125000000000000e-03,-3.512521386146545410e-01,9.278717998366119435e-01
6.377601623535156250e-01,2.569155693054199219e-01,-2.534892588895445442e-01,1.953125000000000000e-03,-2.838249206542968750e-01,8.768959915705399899e-01
6.019257307052612305e-01,2.733837366104125977e-01,-2.522739201742751902e-01,-6.835937500000000000e-03,-2.727088630199432373e-01,8.706129562405650057e-01
4.792038798332214355e-01,2.448568642139434814e-01,-1.757614896639552171e-01,1.855468750000000000e-02,-2.159068584442138672e-01,7.378355859539856842e-01
6.305419206619262695e-01,2.039346396923065186e-01,-2.028412669708359317e-01,-2.050781250000000000e-02,-2.025927454233169556e-01,8.855554463640293861e-01
4.266875088214874268e-01,1.306375563144683838e-01,-1.082775469626540144e-01,-2.929687500000000000e-03,-1.170531734824180603e-01,6.980654591281342247e-01
6.986384391784667969e-01,1.119890809059143066e-01,-1.745348786121212470e-01,4.882812500000000000e-03,-1.993529796600341797e-01,8.725816752685005007e-01
2.545172572135925293e-01,1.179703623056411743e-01,-1.374207303265393421e-01,-1.171875000000000000e-02,-1.396688669919967651e-01,5.595010473874019175e-01
4.999495744705200195e-01,1.362584829330444336e-01,-1.075853178772376850e-01,-3.906250000000000000e-03,-1.151989623904228210e-01,7.437995702189763580e-01
4.542370438575744629e-01,1.652986854314804077e-01,-1.104085461496993048e-01,1.464843750000000000e-02,-1.389521956443786621e-01,7.392945170121522080e-01
4.431709647178649902e-01,1.743702888488769531e-01,-1.136838986458315048e-01,-2.636718750000000000e-02,-9.701856970787048340e-02,7.140325334175777749e-01
4.219213128089904785e-01,1.361716389656066895e-01,-8.847978422818414401e-02,-1.953125000000000000e-03,-9.614074230194091797e-02,6.918578525698594328e-01
4.002699255943298340e-01,1.279415488243103027e-01,-1.189659866286092438e-01,-9.765625000000000000e-03,-1.213337332010269165e-01,6.741461929926493291e-01
3.569667935371398926e-01,9.609381109476089478e-02,-1.000759814560296945e-01,-9.765625000000000000e-03,-1.003448516130447388e-01,6.414360406299169926e-01
5.411869883537292480e-01,4.440130665898323059e-02,-5.787635581509675831e-02,4.296875000000000000e-02,-1.120501160621643066e-01,7.472579379258198484e-01
3.771856427192687988e-01,3.318233042955398560e-02,-1.236829308703448760e-01,9.765625000000000000e-04,-1.385105401277542114e-01,6.402961839367237173e-01
3.159537613391876221e-01,1.885260269045829773e-02,-1.405928377826057840e-01,-1.660156250000000000e-02,-1.377680897712707520e-01,5.715572043348117193e-01
3.975876569747924805e-01,4.221605509519577026e-02,-1.679213731352717787e-01,1.074218750000000000e-02,-1.985150575637817383e-01,6.361346904580589268e-01
4.860427975654602051e-01,5.249581113457679749e-02,-1.241985639737777092e-01,4.394531250000000000e-02,-1.868265271186828613e-01,6.930619548338736724e-01
2.810868322849273682e-01,7.361046224832534790e-02,-1.881438617904223065e-01,-7.812500000000000000e-03,-2.003681659698486328e-01,5.183662262030084289e-01
1.648971140384674072e-01,8.953548222780227661e-02,-1.819459272301173769e-01,-4.882812500000000000e-03,-1.967367976903915405e-01,3.627344820411382287e-01
2.333154529333114624e-01,8.075521886348724365e-02,-1.946927641852482793e-01,-4.882812500000000000e-03,-2.108999490737915039e-01,4.478835589028201114e-01
2.655563354492187500e-01,8.372749388217926025e-02,-1.964721787840062461e-01,-7.812500000000000000e-03,-2.096218764781951904e-01,4.932859315999630345e-01
2.274296879768371582e-01,8.493202924728393555e-02,-2.256163147019378812e-01,-1.074218750000000000e-02,-2.387490272521972656e-01,4.405949617483598257e-01
3.165044188499450684e-01,7.073131203651428223e-02,-2.408064512439906935e-01,-1.757812500000000000e-02,-2.480314821004867554e-01,5.349025278458082733e-01
3.518162071704864502e-01,6.743335723876953125e-02,-2.210542583872552314e-01,-1.074218750000000000e-02,-2.336800694465637207e-01,5.661939014501833345e-01
